# Time-averaged data for fix globalout
# TimeStep v_ppress v_vvol v_llx v_lly v_llz v_ppe v_kke v_ppx v_ppy v_ppz
280000 -670.651 730228 39.97 26.95 677.9 -105888 53471.4 -47.2998 -15.3952 -1949.26
281000 -622.318 730228 39.97 26.95 677.9 -105857 53557.2 -4.78604 66.3238 -1928.49
282000 -666.097 730228 39.97 26.95 677.9 -105956 53414.3 -61.0101 74.7861 -2012.07
283000 -619.973 730228 39.97 26.95 677.9 -105739 53538.7 -22.2518 101.016 -1938.68
284000 -679.497 730228 39.97 26.95 677.9 -105976 53435.5 -50.0761 -7.61297 -1980.8
285000 -708.868 730228 39.97 26.95 677.9 -106015 53445.8 -101.996 5.18685 -2029.79
286000 -678.871 730228 39.97 26.95 677.9 -105931 53352.9 -100.046 34.5469 -1971.11
287000 -645.722 730228 39.97 26.95 677.9 -105753 53529.3 30.439 80.9086 -2048.51
288000 -728.528 730228 39.97 26.95 677.9 -105989 53419.6 -116.792 -9.10671 -2059.68
289000 -648.504 730228 39.97 26.95 677.9 -105839 53512.3 -12.7416 -26.4547 -1906.32
290000 -675.973 730228 39.97 26.95 677.9 -105861 53443.7 -136.237 66.1691 -1957.85
291000 -670.343 730228 39.97 26.95 677.9 -105777 53488.8 -40.3736 60.3323 -2030.99
292000 -662.569 730228 39.97 26.95 677.9 -105634 53534.9 -120.272 101.037 -1968.47
293000 -660.667 730228 39.97 26.95 677.9 -106047 53365.8 -93.9683 94.2514 -1982.28
294000 -654.364 730228 39.97 26.95 677.9 -105976 53452.1 -39.6862 16.6565 -1940.06
295000 -632.371 730228 39.97 26.95 677.9 -105914 53407.8 -79.6662 98.284 -1915.73
296000 -683.141 730228 39.97 26.95 677.9 -105910 53355.4 -98.1783 117.994 -2069.24
297000 -629.37 730228 39.97 26.95 677.9 -105896 53420.2 -41.6537 37.0346 -1883.49
298000 -690.869 730228 39.97 26.95 677.9 -105817 53495.3 -87.6234 38.7007 -2023.69
299000 -661.828 730228 39.97 26.95 677.9 -105843 53465.5 -114.333 111.21 -1982.36
300000 -721.097 730228 39.97 26.95 677.9 -106035 53339.3 -122.457 -31.1382 -2009.7
301000 -673.994 730228 39.97 26.95 677.9 -105712 53543.5 -105.406 49.1824 -1965.76
302000 -656.42 730228 39.97 26.95 677.9 -105852 53470 -51.9566 11.1351 -1928.44
303000 -674.359 730228 39.97 26.95 677.9 -105899 53438.4 -68.9954 -10.0149 -1944.07
304000 -701.043 730228 39.97 26.95 677.9 -105683 53564.8 -95.9653 23.9643 -2031.13
305000 -568.014 730228 39.97 26.95 677.9 -105770 53515.2 10.2005 152.577 -1866.82
306000 -540.842 730228 39.97 26.95 677.9 -105958 53470.1 80.0228 131.973 -1834.52
307000 -565.08 730228 39.97 26.95 677.9 -105924 53463.9 -43.2966 175.382 -1827.33
308000 -674.599 730228 39.97 26.95 677.9 -106143 53294.3 -115.994 49.7377 -1957.54
309000 -549.704 730228 39.97 26.95 677.9 -105955 53385.3 6.38096 186.152 -1841.65
310000 -588.783 730228 39.97 26.95 677.9 -105813 53464.2 -50.3696 93.3617 -1809.34
311000 -618.688 730228 39.97 26.95 677.9 -105751 53509.8 -100.132 88.1831 -1844.11
312000 -654.592 730228 39.97 26.95 677.9 -105867 53443.2 -114.305 72.5896 -1922.06
313000 -639.11 730228 39.97 26.95 677.9 -105753 53481.8 -92.2485 48.5337 -1873.62
314000 -602.476 730228 39.97 26.95 677.9 -105716 53526.7 59.8272 4.64147 -1871.9
315000 -636.014 730228 39.97 26.95 677.9 -105705 53495.5 -49.0541 5.93384 -1864.92
316000 -689.734 730228 39.97 26.95 677.9 -105761 53505.2 -107.871 26.518 -1987.85
317000 -617.503 730228 39.97 26.95 677.9 -105929 53460.1 -59.78 5.59163 -1798.32
318000 -588.128 730228 39.97 26.95 677.9 -105857 53443 28.116 38.7066 -1831.21
319000 -628.119 730228 39.97 26.95 677.9 -105937 53333.8 -58.1126 31.1645 -1857.41
320000 -677.071 730228 39.97 26.95 677.9 -105902 53414 -87.5861 -53.896 -1889.73
321000 -659.565 730228 39.97 26.95 677.9 -106085 53390.2 -67.6198 -11.6635 -1899.41
322000 -653.951 730228 39.97 26.95 677.9 -105876 53432.6 -42.4804 14.9538 -1934.33
323000 -620.028 730228 39.97 26.95 677.9 -105935 53462.2 -24.4848 65.5417 -1901.14
324000 -618.7 730228 39.97 26.95 677.9 -106027 53430.4 -56.1572 28.1748 -1828.12
325000 -620.729 730228 39.97 26.95 677.9 -106014 53406.3 4.35467 36.2617 -1902.8
326000 -609.972 730228 39.97 26.95 677.9 -106218 53330.6 -41.7321 116.41 -1904.59
327000 -668.148 730228 39.97 26.95 677.9 -105871 53386.4 -117.507 -3.22106 -1883.72
328000 -653.468 730228 39.97 26.95 677.9 -105991 53429.1 -93.2493 55.6408 -1922.8
329000 -567.032 730228 39.97 26.95 677.9 -106054 53439.8 1.94037 87.5012 -1790.54
330000 -629.937 730228 39.97 26.95 677.9 -105969 53347 -13.7409 16.4809 -1892.55
331000 -626.138 730228 39.97 26.95 677.9 -106060 53455.2 -63.8708 35.4711 -1850.01
332000 -709.871 730228 39.97 26.95 677.9 -106049 53435.6 -98.2352 -110.735 -1920.64
333000 -638.02 730228 39.97 26.95 677.9 -106000 53459.1 -43.6114 -13.6148 -1856.83
334000 -659.445 730228 39.97 26.95 677.9 -105768 53429.5 -54.0055 19.9131 -1944.24
335000 -638.853 730228 39.97 26.95 677.9 -105710 53553.5 -85.1257 123.337 -1954.77
336000 -641.968 730228 39.97 26.95 677.9 -105834 53452.9 -79.5222 94.8792 -1941.26
337000 -663.11 730228 39.97 26.95 677.9 -105833 53472.3 -100.367 62.382 -1951.34
338000 -588.006 730228 39.97 26.95 677.9 -106066 53462.9 -64.7587 111.451 -1810.71
339000 -657.145 730228 39.97 26.95 677.9 -105872 53432.1 -105.932 16.672 -1882.18
340000 -691.591 730228 39.97 26.95 677.9 -105969 53400.1 -133.953 -2.14697 -1938.67
341000 -667.945 730228 39.97 26.95 677.9 -106114 53409.2 -33.5878 24.9727 -1995.22
342000 -582.842 730228 39.97 26.95 677.9 -106156 53426.3 0.437254 117.471 -1866.44
343000 -718.342 730228 39.97 26.95 677.9 -105877 53439.5 -144.912 -26.712 -1983.4
344000 -697.143 730228 39.97 26.95 677.9 -105932 53427.8 -118.278 -13.8037 -1959.35
345000 -799.55 730228 39.97 26.95 677.9 -105873 53445.3 -199.3 -147.212 -2052.14
346000 -748.467 730228 39.97 26.95 677.9 -106018 53365.4 -109.201 -81.4411 -2054.76
347000 -679.573 730228 39.97 26.95 677.9 -105996 53499.2 -101.008 71.2471 -2008.96
348000 -654.693 730228 39.97 26.95 677.9 -106105 53402.6 -36.2551 6.36538 -1934.19
349000 -676.77 730228 39.97 26.95 677.9 -106038 53370.3 -108.051 23.4298 -1945.69
350000 -725.043 730228 39.97 26.95 677.9 -105931 53403.2 -132.326 -59.586 -1983.22
351000 -689.981 730228 39.97 26.95 677.9 -105916 53406.1 -173.281 15.6736 -1912.34
352000 -727.183 730228 39.97 26.95 677.9 -105969 53426 -189.449 30.5917 -2022.69
353000 -602.784 730228 39.97 26.95 677.9 -106069 53433.6 -8.7834 145.233 -1944.8
354000 -641.56 730228 39.97 26.95 677.9 -105860 53455.6 -48.608 67.0058 -1943.08
355000 -659.141 730228 39.97 26.95 677.9 -105946 53434.5 -79.8896 65.7813 -1963.31
356000 -684.046 730228 39.97 26.95 677.9 -105742 53542.5 -37.4591 -20.4262 -1994.25
357000 -637.409 730228 39.97 26.95 677.9 -105973 53446.6 -22.4008 44.6758 -1934.5
358000 -699.007 730228 39.97 26.95 677.9 -106134 53302.6 -49.1339 29.4663 -2077.35
359000 -713.48 730228 39.97 26.95 677.9 -105842 53508.3 -79.9076 13.2674 -2073.8
360000 -655.613 730228 39.97 26.95 677.9 -106026 53404.1 -94.1987 49.7017 -1922.34
361000 -709.322 730228 39.97 26.95 677.9 -106076 53420.4 -123.416 -16.6118 -1987.94
362000 -759.665 730228 39.97 26.95 677.9 -105905 53414.4 -147.575 -50.8105 -2080.61
363000 -746.575 730228 39.97 26.95 677.9 -105697 53500.8 -189.433 -53.7933 -1996.5
364000 -630.336 730228 39.97 26.95 677.9 -106064 53455.9 -38.1265 52.2188 -1905.1
365000 -723.62 730228 39.97 26.95 677.9 -105983 53436.2 -94.8687 -54.3048 -2021.69
366000 -702.735 730228 39.97 26.95 677.9 -106109 53366.7 -122.692 7.37759 -1992.89
367000 -705.406 730228 39.97 26.95 677.9 -106212 53352.1 -65.5044 -34.2749 -2016.44
368000 -710.434 730228 39.97 26.95 677.9 -105888 53518.5 -117.502 -26.1926 -1987.61
369000 -714.94 730228 39.97 26.95 677.9 -105997 53453.8 -138.056 -58.8704 -1947.9
370000 -697.257 730228 39.97 26.95 677.9 -105952 53463.2 -110.272 -44.3752 -1937.12
371000 -620.46 730228 39.97 26.95 677.9 -106047 53412.5 -53.1689 26.5486 -1834.76
372000 -628.164 730228 39.97 26.95 677.9 -106007 53471.7 1.96636 20.3177 -1906.78
373000 -651.837 730228 39.97 26.95 677.9 -105854 53517.1 -60.511 -33.7247 -1861.27
374000 -664.146 730228 39.97 26.95 677.9 -105973 53409.7 -70.0958 72.3252 -1994.67
375000 -600.881 730228 39.97 26.95 677.9 -105953 53426.6 -16.4332 71.7721 -1857.98
376000 -650.973 730228 39.97 26.95 677.9 -106045 53364.4 -22.6066 -51.3924 -1878.92
377000 -652.913 730228 39.97 26.95 677.9 -105865 53442.7 -20.0016 25.8407 -1964.58
378000 -657.636 730228 39.97 26.95 677.9 -105724 53553.1 -13.4243 -59.4163 -1900.07
379000 -707.131 730228 39.97 26.95 677.9 -105870 53523.6 -79.1504 -11.7013 -2030.54
380000 -752.614 730228 39.97 26.95 677.9 -105937 53507 -139.383 -104.961 -2013.5
381000 -819.912 730228 39.97 26.95 677.9 -105840 53380.1 -229.866 -138.053 -2091.82
382000 -733.335 730228 39.97 26.95 677.9 -105830 53408.2 -154.828 -88.985 -1956.19
383000 -708.235 730228 39.97 26.95 677.9 -105868 53469.1 -120.149 -46.992 -1957.56
384000 -688.35 730228 39.97 26.95 677.9 -106008 53450.1 -117.928 -27.5058 -1919.62
385000 -762.11 730228 39.97 26.95 677.9 -105966 53521.1 -130.944 -100.65 -2054.74
386000 -658.995 730228 39.97 26.95 677.9 -106129 53494.4 -27.0014 -43.2038 -1906.78
387000 -632.538 730228 39.97 26.95 677.9 -105918 53470.3 -66.0921 38.8281 -1870.35
388000 -619.917 730228 39.97 26.95 677.9 -105909 53488.9 -6.53075 10.7501 -1863.97
389000 -667.504 730228 39.97 26.95 677.9 -105975 53471.9 -58.4846 -17.8073 -1926.22
390000 -632.716 730228 39.97 26.95 677.9 -105912 53506.2 -34.3621 -21.6381 -1842.15
391000 -673.78 730228 39.97 26.95 677.9 -105987 53488.9 -68.0062 -7.34012 -1946
392000 -717.538 730228 39.97 26.95 677.9 -106125 53386.3 -139.122 -17.5976 -1995.9
393000 -712.554 730228 39.97 26.95 677.9 -106259 53300.8 -101.425 -50.0154 -1986.22
394000 -674.391 730228 39.97 26.95 677.9 -106068 53412.7 -75.5053 -12.6058 -1935.06
395000 -669.938 730228 39.97 26.95 677.9 -105954 53492.2 -113.742 -4.41204 -1891.66
396000 -679.358 730228 39.97 26.95 677.9 -105927 53442.8 -10.3698 -61.0262 -1966.68
397000 -604.717 730228 39.97 26.95 677.9 -105989 53514.3 -11.9042 79.3047 -1881.55
398000 -700.722 730228 39.97 26.95 677.9 -105807 53460.3 -54.296 -71.1118 -1976.76
399000 -707.747 730228 39.97 26.95 677.9 -105930 53410.8 -131.009 -63.7071 -1928.52
400000 -641.215 730228 39.97 26.95 677.9 -105956 53491.4 -44.6042 27.7413 -1906.78
401000 -604.078 730228 39.97 26.95 677.9 -106201 53416.9 43.0706 46.5071 -1901.81
402000 -624.076 730228 39.97 26.95 677.9 -106095 53482.3 -63.41 120.939 -1929.76
403000 -680.773 730228 39.97 26.95 677.9 -105978 53488.4 -117.704 -8.99957 -1915.62
404000 -648.608 730228 39.97 26.95 677.9 -105985 53419.8 -68.6453 -12.1458 -1865.03
405000 -608.994 730228 39.97 26.95 677.9 -106158 53455.3 47.6687 -1.51091 -1873.14
406000 -644.303 730228 39.97 26.95 677.9 -106030 53503 -31.6611 -8.6716 -1892.58
407000 -642.106 730228 39.97 26.95 677.9 -106235 53379.6 -105.269 89.7936 -1910.84
408000 -743.932 730228 39.97 26.95 677.9 -106031 53461.1 -164.18 -71.1725 -1996.44
409000 -646.334 730228 39.97 26.95 677.9 -105936 53577.2 -45.0682 -0.342737 -1893.59
410000 -699.356 730228 39.97 26.95 677.9 -106123 53458.5 -76.8194 -37.1605 -1984.09
411000 -677.513 730228 39.97 26.95 677.9 -106145 53373.7 9.65646 -33.7948 -2008.4
412000 -683.488 730228 39.97 26.95 677.9 -106063 53408.9 -72.9548 -48.703 -1928.81
413000 -581.193 730228 39.97 26.95 677.9 -106050 53400.4 26.4982 71.057 -1841.13
414000 -622.21 730228 39.97 26.95 677.9 -105801 53541.7 38.8047 11.3851 -1916.82
415000 -588.336 730228 39.97 26.95 677.9 -106045 53453.3 16.4441 79.3064 -1860.76
416000 -654.199 730228 39.97 26.95 677.9 -105974 53517.1 -70.1939 36.5431 -1928.95
417000 -642.551 730228 39.97 26.95 677.9 -105855 53440.9 35.1702 4.97289 -1967.8
418000 -661.805 730228 39.97 26.95 677.9 -105908 53460.8 -102.114 17.5871 -1900.89
419000 -627.549 730228 39.97 26.95 677.9 -105981 53468.6 -53.097 82.4953 -1912.04
420000 -681.311 730228 39.97 26.95 677.9 -105897 53461.9 -71.7825 -9.08636 -1963.07
421000 -620.053 730228 39.97 26.95 677.9 -105855 53426.4 37.0748 5.91754 -1903.15
422000 -570.223 730228 39.97 26.95 677.9 -106072 53332 107.261 98.7049 -1916.63
423000 -617.251 730228 39.97 26.95 677.9 -106002 53376.8 6.12213 36.9914 -1894.87
424000 -580.76 730228 39.97 26.95 677.9 -105792 53435.3 21.7302 90.3819 -1854.39
425000 -569.483 730228 39.97 26.95 677.9 -105827 53431.3 18.8232 51.1482 -1778.42
426000 -558.221 730228 39.97 26.95 677.9 -105837 53423.9 16.1276 69.5288 -1760.32
427000 -643.91 730228 39.97 26.95 677.9 -105938 53464.7 -115.72 34.3427 -1850.35
428000 -585.859 730228 39.97 26.95 677.9 -105986 53467.4 -12.0048 43.472 -1789.04
429000 -655.106 730228 39.97 26.95 677.9 -105924 53480.2 -17.0833 -37.5682 -1910.67
430000 -666.015 730228 39.97 26.95 677.9 -105883 53475.5 -103.727 35.0199 -1929.34
431000 -654.766 730228 39.97 26.95 677.9 -106122 53315.8 -94.3656 68.5158 -1938.45
432000 -697.917 730228 39.97 26.95 677.9 -106064 53430.2 -132.996 -9.8546 -1950.9
433000 -604.01 730228 39.97 26.95 677.9 -106169 53443 -17.1544 42.8367 -1837.71
434000 -764.101 730228 39.97 26.95 677.9 -106069 53379.2 -122.385 -147.261 -2022.66
435000 -709.163 730228 39.97 26.95 677.9 -106101 53345.2 -158.053 -60.2132 -1909.22
436000 -736.646 730228 39.97 26.95 677.9 -105749 53521.8 -146.863 -95.8541 -1967.22
437000 -622.011 730228 39.97 26.95 677.9 -106045 53347.9 -73.6147 72.6195 -1865.04
438000 -653.914 730228 39.97 26.95 677.9 -105884 53463.7 -63.1103 5.04586 -1903.68
439000 -630.501 730228 39.97 26.95 677.9 -106076 53483.8 -66.4867 50.8499 -1875.87
440000 -669.121 730228 39.97 26.95 677.9 -105997 53407 -38.0789 9.68752 -1978.97
441000 -606.171 730228 39.97 26.95 677.9 -105636 53490.5 -79.4283 93.9473 -1833.03
442000 -716.074 730228 39.97 26.95 677.9 -105703 53429.2 -80.1255 -21.249 -2046.85
443000 -722.629 730228 39.97 26.95 677.9 -105675 53537.6 -138.095 -60.5123 -1969.28
444000 -745.96 730228 39.97 26.95 677.9 -105904 53447.7 -175.806 -54.9092 -2007.16
445000 -562.303 730228 39.97 26.95 677.9 -105755 53495 6.9606 148.535 -1842.41
446000 -655.154 730228 39.97 26.95 677.9 -106017 53391.8 -36.0209 24.1308 -1953.57
447000 -674.893 730228 39.97 26.95 677.9 -106037 53465.8 -92.7369 52.2836 -1984.23
448000 -665.825 730228 39.97 26.95 677.9 -105904 53478.6 -37.0166 -41.6113 -1918.85
449000 -755.437 730228 39.97 26.95 677.9 -105915 53427.6 -198.698 -40.1784 -2027.43
450000 -691.615 730228 39.97 26.95 677.9 -106151 53433.2 -97.3242 25.1802 -2002.7
451000 -669.97 730228 39.97 26.95 677.9 -105910 53440.8 -106.728 48.0501 -1951.23
452000 -687.955 730228 39.97 26.95 677.9 -105920 53344.5 -69.8938 -23.4907 -1970.48
453000 -655.435 730228 39.97 26.95 677.9 -105793 53427.3 -33.477 58.0414 -1990.87
454000 -568.82 730228 39.97 26.95 677.9 -105827 53443.1 -39.6482 100.882 -1767.69
455000 -624.246 730228 39.97 26.95 677.9 -105802 53436 -81.584 80.6333 -1871.79
456000 -619.477 730228 39.97 26.95 677.9 -105733 53547.2 -14.1284 -0.00539198 -1844.3
457000 -560.403 730228 39.97 26.95 677.9 -105962 53367.9 60.8829 102.926 -1845.02
458000 -607.027 730228 39.97 26.95 677.9 -105881 53477.5 -26.3193 111.967 -1906.73
459000 -582.136 730228 39.97 26.95 677.9 -106005 53369.6 -21.5335 194.609 -1919.48
460000 -675.819 730228 39.97 26.95 677.9 -105837 53427 -156.657 100.576 -1971.37
461000 -551.958 730228 39.97 26.95 677.9 -105931 53426.1 -61.3727 199.214 -1793.72
462000 -549.347 730228 39.97 26.95 677.9 -106079 53419.7 16.8497 134.196 -1799.09
463000 -516.898 730228 39.97 26.95 677.9 -106042 53403.8 -5.69611 163.565 -1708.56
464000 -616.791 730228 39.97 26.95 677.9 -106044 53373.6 -90.1854 108.284 -1868.47
465000 -654.595 730228 39.97 26.95 677.9 -105776 53474.3 -104.423 32.5542 -1891.92
466000 -641.48 730228 39.97 26.95 677.9 -105829 53471 5.26654 -11.045 -1918.66
467000 -576.62 730228 39.97 26.95 677.9 -105827 53475 26.3174 86.2453 -1842.42
468000 -599.577 730228 39.97 26.95 677.9 -105812 53523.2 -32.4203 71.155 -1837.46
469000 -551.919 730228 39.97 26.95 677.9 -105786 53509.4 38.7904 130.426 -1824.97
470000 -633.768 730228 39.97 26.95 677.9 -105775 53529.1 -45.7913 21.0256 -1876.54
471000 -584.083 730228 39.97 26.95 677.9 -105922 53449.6 24.9818 39.8704 -1817.1
472000 -579.972 730228 39.97 26.95 677.9 -105995 53483.6 -73.7278 79.5455 -1745.73
473000 -544.455 730228 39.97 26.95 677.9 -106104 53425 57.1429 29.1076 -1719.62
474000 -613.04 730228 39.97 26.95 677.9 -105960 53448.5 47.338 7.64997 -1894.11
475000 -616.308 730228 39.97 26.95 677.9 -105860 53575.2 -33.9313 37.2226 -1852.22
476000 -701.403 730228 39.97 26.95 677.9 -105926 53433.3 -99.8442 -85.4591 -1918.9
477000 -615.17 730228 39.97 26.95 677.9 -105908 53391.1 -7.55556 40.7687 -1878.72
478000 -589.812 730228 39.97 26.95 677.9 -105899 53432.5 -2.29803 53.7776 -1820.92
479000 -580.627 730228 39.97 26.95 677.9 -106094 53396.7 34.2179 66.3554 -1842.45
480000 -742.309 730228 39.97 26.95 677.9 -105992 53421.9 -234.074 2.18952 -1995.04
481000 -631.009 730228 39.97 26.95 677.9 -106124 53449.7 -138.706 75.7461 -1830.07
482000 -661.644 730228 39.97 26.95 677.9 -106058 53468.4 -103.017 3.73814 -1885.65
483000 -641.106 730228 39.97 26.95 677.9 -106009 53441.1 -117.203 93.6003 -1899.72
484000 -643.489 730228 39.97 26.95 677.9 -106229 53339.2 -107.287 48.3342 -1871.51
485000 -670.277 730228 39.97 26.95 677.9 -106151 53396.9 -114.306 23.9324 -1920.46
486000 -764.981 730228 39.97 26.95 677.9 -105906 53522.2 -171.767 -126.013 -1997.16
487000 -669.391 730228 39.97 26.95 677.9 -105943 53409.9 -105.346 19.4874 -1922.31
488000 -643.319 730228 39.97 26.95 677.9 -105958 53437.9 -21.6852 -12.9547 -1895.32
489000 -681.023 730228 39.97 26.95 677.9 -106014 53368.9 -160.228 -39.1895 -1843.65
490000 -669.626 730228 39.97 26.95 677.9 -106004 53411.4 -119.385 54.6502 -1944.14
491000 -636.865 730228 39.97 26.95 677.9 -106174 53424.1 -64.3139 60.4987 -1906.78
492000 -651.495 730228 39.97 26.95 677.9 -106148 53417.2 -7.97956 -31.9521 -1914.55
493000 -616.745 730228 39.97 26.95 677.9 -105901 53472.8 -69.2516 101.376 -1882.36
494000 -704.105 730228 39.97 26.95 677.9 -105864 53483.8 -85.5824 5.54174 -2032.27
495000 -699.7 730228 39.97 26.95 677.9 -105924 53519.3 -58.5046 -120.375 -1920.22
496000 -675.281 730228 39.97 26.95 677.9 -106097 53504.6 -98.6581 -48.8435 -1878.34
497000 -624.83 730228 39.97 26.95 677.9 -106128 53439.4 -51.8878 15.8306 -1838.43
498000 -686.325 730228 39.97 26.95 677.9 -106079 53439.6 -38.3748 -48.8381 -1971.76
499000 -588.301 730228 39.97 26.95 677.9 -106155 53492.4 59.159 81.2674 -1905.33
500000 -542.055 730228 39.97 26.95 677.9 -106286 53397.8 63.4305 168.351 -1857.95
501000 -591.083 730228 39.97 26.95 677.9 -106146 53379.3 51.3486 76.3668 -1900.96
502000 -660.085 730228 39.97 26.95 677.9 -106119 53410.4 -55.4404 33.2837 -1958.1
503000 -693.81 730228 39.97 26.95 677.9 -105978 53462.8 -138.619 57.0363 -1999.85
504000 -673.889 730228 39.97 26.95 677.9 -106048 53474.7 -185.147 73.6786 -1910.2
505000 -630.933 730228 39.97 26.95 677.9 -106036 53455.2 -89.7356 54.3757 -1857.44
506000 -697.096 730228 39.97 26.95 677.9 -105939 53500.1 -150.967 92.9768 -2033.3
507000 -612.686 730228 39.97 26.95 677.9 -105866 53562.8 -28.9713 103.607 -1912.69
508000 -673.62 730228 39.97 26.95 677.9 -106169 53436.8 -90.1367 16.8375 -1947.56
509000 -636.825 730228 39.97 26.95 677.9 -106038 53484.2 -71.3256 14.7684 -1853.92
510000 -648.651 730228 39.97 26.95 677.9 -106306 53414.1 -69.434 47.393 -1923.91
511000 -633.563 730228 39.97 26.95 677.9 -106137 53526.3 -41.7269 54.2685 -1913.23
512000 -661.301 730228 39.97 26.95 677.9 -106087 53457.2 -45.0319 -8.2521 -1930.62
513000 -719.977 730228 39.97 26.95 677.9 -106117 53391 -152.151 -80.3141 -1927.47
514000 -754.738 730228 39.97 26.95 677.9 -106157 53315.2 -150.35 -121.468 -1992.39
515000 -681.603 730228 39.97 26.95 677.9 -105944 53478.7 -127.721 -59.9381 -1857.15
516000 -584.768 730228 39.97 26.95 677.9 -105995 53436.9 -38.6444 33.5613 -1749.22
517000 -636.921 730228 39.97 26.95 677.9 -106104 53416.8 -46.6139 24.0867 -1888.23
518000 -641.606 730228 39.97 26.95 677.9 -106006 53396.4 -99.0141 50.7561 -1876.56
519000 -712.84 730228 39.97 26.95 677.9 -105934 53367.3 -203.818 -17.4595 -1917.24
520000 -601.691 730228 39.97 26.95 677.9 -105891 53491.2 -52.3343 57.0555 -1809.8
521000 -625.542 730228 39.97 26.95 677.9 -105967 53435.9 -139.704 42.3172 -1779.24
522000 -629.063 730228 39.97 26.95 677.9 -106036 53367.8 -121.297 73.1198 -1839.01
523000 -645.511 730228 39.97 26.95 677.9 -106335 53326 -90.6567 -17.2754 -1828.6
524000 -584.705 730228 39.97 26.95 677.9 -106029 53513.2 3.76243 97.3271 -1855.2
525000 -542.842 730228 39.97 26.95 677.9 -106093 53447.9 41.3691 103.838 -1773.73
526000 -569.221 730228 39.97 26.95 677.9 -106102 53443.2 -99.3057 131.267 -1739.62
527000 -627.838 730228 39.97 26.95 677.9 -105920 53433.9 -39.745 15.4947 -1859.26
528000 -563.429 730228 39.97 26.95 677.9 -106132 53383.8 41.7666 80.2743 -1812.33
529000 -647.681 730228 39.97 26.95 677.9 -105875 53475.8 16.346 -40.5064 -1918.88
530000 -509.049 730228 39.97 26.95 677.9 -106011 53434.8 90.0007 176.007 -1793.16
531000 -656.107 730228 39.97 26.95 677.9 -105933 53423.2 -77.0357 40.5044 -1931.79
532000 -635.763 730228 39.97 26.95 677.9 -105961 53354.8 -109.257 76.7098 -1874.74
533000 -650.449 730228 39.97 26.95 677.9 -105940 53439.7 -69.0376 51.9982 -1934.31
534000 -650.5 730228 39.97 26.95 677.9 -105979 53416.6 -60.8245 16.3055 -1906.98
535000 -575.844 730228 39.97 26.95 677.9 -106047 53410.7 -91.8482 89.6695 -1725.35
536000 -604.557 730228 39.97 26.95 677.9 -106100 53433.9 -67.2229 88.7888 -1835.24
537000 -622.845 730228 39.97 26.95 677.9 -106214 53315.9 -86.6535 88.9146 -1870.8
538000 -535.653 730228 39.97 26.95 677.9 -106028 53530.6 57.9184 66.9127 -1731.79
539000 -637.308 730228 39.97 26.95 677.9 -106007 53488.5 -5.05173 5.7487 -1912.62
540000 -635.444 730228 39.97 26.95 677.9 -105974 53428.9 -67.0401 -18.3118 -1820.98
541000 -627.381 730228 39.97 26.95 677.9 -105965 53379.6 -11.385 5.11953 -1875.88
542000 -545.253 730228 39.97 26.95 677.9 -105906 53433 21.4669 150.909 -1808.14
543000 -597.855 730228 39.97 26.95 677.9 -106119 53410.6 -58.5782 97.2009 -1832.19
544000 -620.255 730228 39.97 26.95 677.9 -106096 53391.7 2.97569 38.2803 -1902.02
545000 -567.935 730228 39.97 26.95 677.9 -105946 53471.7 54.4 122.104 -1880.31
546000 -606.312 730228 39.97 26.95 677.9 -106021 53374.6 52.8236 33.8661 -1905.62
547000 -628.679 730228 39.97 26.95 677.9 -105919 53465.7 -24.252 7.08951 -1868.87
548000 -657.902 730228 39.97 26.95 677.9 -105828 53516.9 -5.21044 -21.9378 -1946.56
549000 -602.893 730228 39.97 26.95 677.9 -105827 53556.9 9.52973 61.8906 -1880.1
550000 -583.96 730228 39.97 26.95 677.9 -106200 53337.5 -55.0127 125.48 -1822.35
551000 -654.098 730228 39.97 26.95 677.9 -106041 53417.4 -18.9743 -6.29107 -1937.03
552000 -634.654 730228 39.97 26.95 677.9 -106099 53413.4 -36.7881 26.5812 -1893.76
553000 -698.501 730228 39.97 26.95 677.9 -106013 53449.7 -111.455 -93.187 -1890.86
554000 -628.59 730228 39.97 26.95 677.9 -105996 53386.9 -54.0607 -51.9101 -1779.8
555000 -587.243 730228 39.97 26.95 677.9 -105967 53460.2 -20.3231 10.0509 -1751.46
556000 -560.583 730228 39.97 26.95 677.9 -105922 53445.4 2.61229 73.523 -1757.88
557000 -622.357 730228 39.97 26.95 677.9 -106200 53265.8 -74.5088 33.945 -1826.51
558000 -618.707 730228 39.97 26.95 677.9 -106076 53425.3 -101.141 11.1981 -1766.18
559000 -580.264 730228 39.97 26.95 677.9 -105996 53438.2 -2.47592 96.6642 -1834.98
560000 -550.765 730228 39.97 26.95 677.9 -106000 53398.7 58.0943 104.482 -1814.87
561000 -619.016 730228 39.97 26.95 677.9 -105933 53344.3 -19.2266 -0.278492 -1837.54
562000 -618.472 730228 39.97 26.95 677.9 -105943 53411.8 -51.331 69.4531 -1873.54
563000 -667.367 730228 39.97 26.95 677.9 -106067 53365.5 -77.7723 -4.66965 -1919.66
564000 -653.87 730228 39.97 26.95 677.9 -105887 53511.8 -91.5703 -4.39661 -1865.64
565000 -607.175 730228 39.97 26.95 677.9 -106009 53435.4 -98.0451 89.4436 -1812.92
566000 -590.872 730228 39.97 26.95 677.9 -105996 53446.6 -73.183 107.956 -1807.39
